"","x"
"11665","TNK1"
"11666","TNK2"
"11667","TNKS"
"11668","TNKS1BP1"
"11669","TNKS2"
"11670","TNNI3"
"11671","TNNT1"
"11672","TNPO1"
"11673","TNPO2"
"11674","TNPO3"
"11675","TNRC18"
"11676","TNRC6A"
"11677","TNRC6B"
"11678","TNRC6C"
"11679","TNS1"
"11680","TNS2"
"11681","TNS3"
"11682","TNXB"
"11683","TOB1"
"11684","TOB2"
"11685","TOE1"
"11686","TOGARAM1"
"11687","TOLLIP"
"11688","TOM1"
"11689","TOM1L1"
"11690","TOM1L2"
"11691","TOMM20"
"11692","TOMM20L"
"11693","TOMM22"
"11694","TOMM34"
"11695","TOMM40"
"11696","TOMM40L"
"11697","TOMM5"
"11698","TOMM6"
"11699","TOMM7"
"11700","TOMM70"
"11701","TONSL"
"11702","TOP1"
"11703","TOP1MT"
"11704","TOP2A"
"11705","TOP2B"
"11706","TOP3A"
"11707","TOP3B"
"11708","TOPBP1"
"11709","TOPORS"
"11710","TOR1A"
"11711","TOR1AIP1"
"11712","TOR1AIP2"
"11713","TOR1B"
"11714","TOR2A"
"11715","TOR3A"
"11716","TOX"
"11717","TOX2"
"11718","TOX4"
"11719","TP53"
"11720","TP53BP1"
"11721","TP53BP2"
"11722","TP53I13"
"11723","TP53I3"
"11724","TP53INP1"
"11725","TP53INP2"
"11726","TP53RK"
"11727","TP53TG5"
"11728","TP63"
"11729","TP73"
"11730","TPCN1"
"11731","TPCN2"
"11732","TPD52"
"11733","TPD52L1"
"11734","TPD52L2"
"11735","TPGS1"
"11736","TPGS2"
"11737","TPH1"
"11738","TPH2"
"11739","TPI1"
"11740","TPK1"
"11741","TPM1"
"11742","TPM2"
"11743","TPM3"
"11744","TPM4"
"11745","TPMT"
"11746","TPP1"
"11747","TPP2"
"11748","TPPP"
"11749","TPPP3"
"11750","TPR"
"11751","TPRA1"
"11752","TPRG1"
"11753","TPRG1L"
"11754","TPRKB"
"11755","TPRN"
"11756","TPST1"
"11757","TPST2"
"11758","TPT1"
"11759","TPX2"
"11760","TRA2A"
"11761","TRA2B"
"11762","TRABD"
"11763","TRABD2A"
"11764","TRADD"
"11765","TRAF1"
"11766","TRAF2"
"11767","TRAF3"
"11768","TRAF3IP1"
"11769","TRAF3IP2"
"11770","TRAF4"
"11771","TRAF5"
"11772","TRAF6"
"11773","TRAF7"
"11774","TRAFD1"
"11775","TRAIP"
"11776","TRAK1"
"11777","TRAK2"
"11778","TRAM1"
"11779","TRAM1L1"
"11780","TRAM2"
"11781","TRANK1"
"11782","TRAP1"
"11783","TRAPPC1"
"11784","TRAPPC10"
"11785","TRAPPC11"
"11786","TRAPPC12"
"11787","TRAPPC13"
"11788","TRAPPC2B"
"11789","TRAPPC2L"
"11790","TRAPPC3"
"11791","TRAPPC3L"
"11792","TRAPPC4"
"11793","TRAPPC5"
"11794","TRAPPC6A"
"11795","TRAPPC6B"
"11796","TRAPPC8"
"11797","TRAPPC9"
"11798","TRDMT1"
"11799","TREX1"
"11800","TRIAP1"
"11801","TRIB1"
"11802","TRIB2"
"11803","TRIB3"
"11804","TRIM11"
"11805","TRIM13"
"11806","TRIM14"
"11807","TRIM16"
"11808","TRIM16L"
"11809","TRIM17"
"11810","TRIM2"
"11811","TRIM21"
"11812","TRIM22"
"11813","TRIM23"
"11814","TRIM24"
"11815","TRIM25"
"11816","TRIM26"
"11817","TRIM27"
"11818","TRIM28"
"11819","TRIM29"
"11820","TRIM3"
"11821","TRIM31"
"11822","TRIM32"
"11823","TRIM33"
"11824","TRIM34"
"11825","TRIM35"
"11826","TRIM36"
"11827","TRIM37"
"11828","TRIM38"
"11829","TRIM39"
"11830","TRIM4"
"11831","TRIM41"
"11832","TRIM44"
"11833","TRIM45"
"11834","TRIM46"
"11835","TRIM47"
"11836","TRIM5"
"11837","TRIM52"
"11838","TRIM56"
"11839","TRIM59"
"11840","TRIM6"
"11841","TRIM61"
"11842","TRIM62"
"11843","TRIM63"
"11844","TRIM65"
"11845","TRIM66"
"11846","TRIM68"
"11847","TRIM69"
"11848","TRIM7"
"11849","TRIM72"
"11850","TRIM73"
"11851","TRIM8"
"11852","TRIM9"
"11853","TRIML2"
"11854","TRIO"
"11855","TRIOBP"
"11856","TRIP10"
"11857","TRIP11"
"11858","TRIP12"
"11859","TRIP13"
"11860","TRIP4"
"11861","TRIP6"
"11862","TRIQK"
"11863","TRIR"
"11864","TRIT1"
"11865","TRMO"
"11866","TRMT1"
"11867","TRMT10A"
"11868","TRMT10B"
"11869","TRMT10C"
"11870","TRMT11"
"11871","TRMT112"
"11872","TRMT12"
"11873","TRMT13"
"11874","TRMT1L"
"11875","TRMT2A"
"11876","TRMT2B"
"11877","TRMT44"
"11878","TRMT5"
"11879","TRMT6"
"11880","TRMT61A"
"11881","TRMT61B"
"11882","TRMT9B"
"11883","TRMU"
"11884","TRNAU1AP"
"11885","TRNP1"
"11886","TRNT1"
"11887","TRO"
"11888","TROAP"
"11889","TRPA1"
"11890","TRPC1"
"11891","TRPC4AP"
"11892","TRPC6"
"11893","TRPM1"
"11894","TRPM3"
"11895","TRPM4"
"11896","TRPM7"
"11897","TRPM8"
"11898","TRPS1"
"11899","TRPT1"
"11900","TRPV1"
"11901","TRPV2"
"11902","TRPV4"
"11903","TRRAP"
"11904","TRUB1"
"11905","TRUB2"
"11906","TSACC"
"11907","TSC1"
"11908","TSC2"
"11909","TSC22D1"
"11910","TSC22D2"
"11911","TSC22D3"
"11912","TSC22D4"
"11913","TSEN15"
"11914","TSEN2"
"11915","TSEN34"
"11916","TSEN54"
"11917","TSFM"
"11918","TSG101"
"11919","TSGA10"
"11920","TSHR"
"11921","TSHZ1"
"11922","TSHZ3"
"11923","TSKU"
"11924","TSLP"
"11925","TSN"
"11926","TSNARE1"
"11927","TSNAX"
"11928","TSNAXIP1"
"11929","TSPAN1"
"11930","TSPAN10"
"11931","TSPAN13"
"11932","TSPAN14"
"11933","TSPAN15"
"11934","TSPAN17"
"11935","TSPAN19"
"11936","TSPAN2"
"11937","TSPAN3"
"11938","TSPAN31"
"11939","TSPAN33"
"11940","TSPAN4"
"11941","TSPAN5"
"11942","TSPAN6"
"11943","TSPAN7"
"11944","TSPAN9"
"11945","TSPO"
"11946","TSPOAP1"
"11947","TSPYL1"
"11948","TSPYL2"
"11949","TSPYL4"
"11950","TSR1"
"11951","TSR2"
"11952","TSR3"
"11953","TSSC4"
"11954","TSSK3"
"11955","TSSK4"
"11956","TSSK6"
"11957","TST"
"11958","TSTA3"
"11959","TSTD2"
"11960","TTBK2"
"11961","TTC1"
"11962","TTC12"
"11963","TTC13"
"11964","TTC14"
"11965","TTC17"
"11966","TTC19"
"11967","TTC21A"
"11968","TTC21B"
"11969","TTC23"
"11970","TTC23L"
"11971","TTC25"
"11972","TTC26"
"11973","TTC27"
"11974","TTC28"
"11975","TTC3"
"11976","TTC30A"
"11977","TTC30B"
"11978","TTC31"
"11979","TTC32"
"11980","TTC33"
"11981","TTC37"
"11982","TTC38"
"11983","TTC39A"
"11984","TTC39B"
"11985","TTC39C"
"11986","TTC4"
"11987","TTC5"
"11988","TTC6"
"11989","TTC7A"
"11990","TTC7B"
"11991","TTC8"
"11992","TTC9C"
"11993","TTF1"
"11994","TTF2"
"11995","TTI1"
"11996","TTI2"
"11997","TTK"
"11998","TTL"
"11999","TTLL1"
"12000","TTLL11"
"12001","TTLL12"
"12002","TTLL3"
"12003","TTLL4"
"12004","TTLL5"
"12005","TTLL6"
"12006","TTLL7"
"12007","TTLL9"
"12008","TTN"
"12009","TTPA"
"12010","TTPAL"
"12011","TTYH1"
"12012","TTYH2"
"12013","TTYH3"
"12014","TUB"
"12015","TUBA1A"
"12016","TUBA1B"
"12017","TUBA1C"
"12018","TUBA3D"
"12019","TUBA4A"
"12020","TUBA8"
"12021","TUBB"
"12022","TUBB1"
"12023","TUBB2A"
"12024","TUBB2B"
"12025","TUBB3"
"12026","TUBB4A"
"12027","TUBB4B"
"12028","TUBB6"
"12029","TUBD1"
"12030","TUBE1"
"12031","TUBG1"
"12032","TUBG2"
"12033","TUBGCP2"
"12034","TUBGCP3"
"12035","TUBGCP4"
"12036","TUBGCP5"
"12037","TUBGCP6"
"12038","TUFM"
"12039","TUFT1"
"12040","TULP3"
"12041","TULP4"
"12042","TUSC1"
"12043","TUSC2"
"12044","TUSC3"
"12045","TUT1"
"12046","TUT4"
"12047","TUT7"
"12048","TVP23A"
"12049","TVP23B"
"12050","TVP23C"
"12051","TVP23C-CDRT4"
"12052","TWF1"
"12053","TWF2"
"12054","TWIST1"
"12055","TWISTNB"
"12056","TWNK"
"12057","TWSG1"
"12058","TXK"
"12059","TXLNA"
"12060","TXLNG"
"12061","TXN"
"12062","TXN2"
"12063","TXNDC11"
"12064","TXNDC12"
"12065","TXNDC15"
"12066","TXNDC16"
"12067","TXNDC17"
"12068","TXNDC5"
"12069","TXNDC9"
"12070","TXNIP"
"12071","TXNL1"
"12072","TXNL4A"
"12073","TXNL4B"
"12074","TXNRD1"
"12075","TXNRD2"
"12076","TXNRD3"
"12077","TYK2"
"12078","TYMP"
"12079","TYMS"
"12080","TYR"
"12081","TYRO3"
"12082","TYRP1"
"12083","TYSND1"
"12084","TYW1"
"12085","TYW1B"
"12086","TYW3"
"12087","TYW5"
"12088","U2AF1"
"12089","U2AF1L4"
"12090","U2AF1L5"
"12091","U2AF2"
"12092","U2SURP"
"12093","UACA"
"12094","UAP1"
"12095","UAP1L1"
"12096","UBA1"
"12097","UBA2"
"12098","UBA3"
"12099","UBA5"
"12100","UBA52"
"12101","UBA6"
"12102","UBA7"
"12103","UBAC1"
"12104","UBAC2"
"12105","UBALD1"
"12106","UBALD2"
"12107","UBAP1"
"12108","UBAP1L"
"12109","UBAP2"
"12110","UBAP2L"
"12111","UBASH3B"
"12112","UBB"
"12113","UBC"
"12114","UBD"
"12115","UBE2A"
"12116","UBE2B"
"12117","UBE2C"
"12118","UBE2D1"
"12119","UBE2D2"
"12120","UBE2D3"
"12121","UBE2D4"
"12122","UBE2E1"
"12123","UBE2E2"
"12124","UBE2E3"
"12125","UBE2F"
"12126","UBE2G1"
"12127","UBE2G2"
"12128","UBE2H"
"12129","UBE2I"
"12130","UBE2J1"
"12131","UBE2J2"
"12132","UBE2K"
"12133","UBE2L3"
"12134","UBE2L6"
"12135","UBE2M"
"12136","UBE2N"
"12137","UBE2O"
"12138","UBE2Q1"
"12139","UBE2Q2"
"12140","UBE2Q2L"
"12141","UBE2R2"
"12142","UBE2S"
"12143","UBE2T"
"12144","UBE2V1"
"12145","UBE2V2"
"12146","UBE2W"
"12147","UBE2Z"
"12148","UBE3A"
"12149","UBE3B"
"12150","UBE3C"
"12151","UBE3D"
"12152","UBE4A"
"12153","UBE4B"
"12154","UBFD1"
"12155","UBIAD1"
"12156","UBL3"
"12157","UBL4A"
"12158","UBL5"
"12159","UBL7"
"12160","UBLCP1"
"12161","UBN1"
"12162","UBN2"
"12163","UBOX5"
"12164","UBP1"
"12165","UBQLN1"
"12166","UBQLN2"
"12167","UBQLN4"
"12168","UBR1"
"12169","UBR2"
"12170","UBR3"
"12171","UBR4"
"12172","UBR5"
"12173","UBR7"
"12174","UBTD1"
"12175","UBTD2"
"12176","UBTF"
"12177","UBXN1"
"12178","UBXN11"
"12179","UBXN2A"
"12180","UBXN2B"
"12181","UBXN4"
"12182","UBXN6"
"12183","UBXN7"
"12184","UBXN8"
"12185","UCHL3"
"12186","UCHL5"
"12187","UCK1"
"12188","UCK2"
"12189","UCKL1"
"12190","UCN"
"12191","UCN2"
"12192","UCP2"
"12193","UCP3"
"12194","UEVLD"
"12195","UFC1"
"12196","UFD1"
"12197","UFL1"
"12198","UFM1"
"12199","UFSP1"
"12200","UFSP2"
"12201","UGCG"
"12202","UGDH"
"12203","UGGT1"
"12204","UGGT2"
"12205","UGP2"
"12206","UGT2B4"
"12207","UGT2B7"
"12208","UGT8"
"12209","UHMK1"
"12210","UHRF1"
"12211","UHRF1BP1"
"12212","UHRF1BP1L"
"12213","UHRF2"
"12214","UIMC1"
"12215","ULBP1"
"12216","ULBP2"
"12217","ULBP3"
"12218","ULK1"
"12219","ULK2"
"12220","ULK3"
"12221","ULK4"
"12222","UMAD1"
"12223","UMPS"
"12224","UNC119"
"12225","UNC119B"
"12226","UNC13A"
"12227","UNC13B"
"12228","UNC13D"
"12229","UNC45A"
"12230","UNC50"
"12231","UNC5C"
"12232","UNC80"
"12233","UNC93B1"
"12234","UNG"
"12235","UNK"
"12236","UNKL"
"12237","UPB1"
"12238","UPF1"
"12239","UPF2"
"12240","UPF3A"
"12241","UPF3B"
"12242","UPK1A"
"12243","UPK3BL1"
"12244","UPK3BL2"
"12245","UPP1"
"12246","UPRT"
"12247","UQCC1"
"12248","UQCC2"
"12249","UQCC3"
"12250","UQCR10"
"12251","UQCR11"
"12252","UQCRB"
"12253","UQCRC1"
"12254","UQCRC2"
"12255","UQCRFS1"
"12256","UQCRH"
"12257","UQCRHL"
"12258","UQCRQ"
"12259","URB1"
"12260","URB2"
"12261","URGCP"
"12262","URI1"
"12263","URM1"
"12264","UROD"
"12265","UROS"
"12266","USB1"
"12267","USE1"
"12268","USF1"
"12269","USF2"
"12270","USF3"
"12271","USHBP1"
"12272","USO1"
"12273","USP1"
"12274","USP10"
"12275","USP11"
"12276","USP12"
"12277","USP13"
"12278","USP14"
"12279","USP15"
"12280","USP16"
"12281","USP18"
"12282","USP19"
"12283","USP2"
"12284","USP20"
"12285","USP21"
"12286","USP22"
"12287","USP24"
"12288","USP25"
"12289","USP27X"
"12290","USP28"
"12291","USP29"
"12292","USP3"
"12293","USP30"
"12294","USP31"
"12295","USP32"
"12296","USP33"
"12297","USP34"
"12298","USP35"
"12299","USP36"
"12300","USP37"
"12301","USP38"
"12302","USP39"
"12303","USP4"
"12304","USP40"
"12305","USP41"
"12306","USP42"
"12307","USP45"
"12308","USP46"
"12309","USP47"
"12310","USP48"
"12311","USP49"
"12312","USP5"
"12313","USP51"
"12314","USP53"
"12315","USP54"
"12316","USP6"
"12317","USP6NL"
"12318","USP7"
"12319","USP8"
"12320","USP9X"
"12321","USP9Y"
"12322","USPL1"
"12323","UST"
"12324","UTP11"
"12325","UTP14A"
"12326","UTP14C"
"12327","UTP15"
"12328","UTP18"
"12329","UTP20"
"12330","UTP23"
"12331","UTP25"
"12332","UTP3"
"12333","UTP4"
"12334","UTP6"
"12335","UTRN"
"12336","UTS2B"
"12337","UTY"
"12338","UVRAG"
"12339","UXS1"
"12340","UXT"
"12341","VAC14"
"12342","VAMP1"
"12343","VAMP2"
"12344","VAMP3"
"12345","VAMP4"
"12346","VAMP5"
"12347","VAMP7"
"12348","VAMP8"
"12349","VANGL1"
"12350","VANGL2"
"12351","VAPA"
"12352","VAPB"
"12353","VARS"
"12354","VARS2"
"12355","VASH1"
"12356","VASH2"
"12357","VASN"
"12358","VASP"
"12359","VAT1"
"12360","VAV1"
"12361","VAV2"
"12362","VAV3"
"12363","VAX2"
"12364","VBP1"
"12365","VCAN"
"12366","VCL"
"12367","VCP"
"12368","VCPIP1"
"12369","VCPKMT"
"12370","VDAC1"
"12371","VDAC2"
"12372","VDAC3"
"12373","VDR"
"12374","VEGFA"
"12375","VEGFB"
"12376","VEGFC"
"12377","VEPH1"
"12378","VEZF1"
"12379","VEZT"
"12380","VGF"
"12381","VGLL3"
"12382","VGLL4"
"12383","VHL"
"12384","VILL"
"12385","VIM"
"12386","VIPAS39"
"12387","VIRMA"
"12388","VKORC1"
"12389","VKORC1L1"
"12390","VLDLR"
"12391","VMA21"
"12392","VMAC"
"12393","VMP1"
"12394","VN1R1"
"12395","VN1R2"
"12396","VNN1"
"12397","VNN3"
"12398","VOPP1"
"12399","VPS11"
"12400","VPS13A"
"12401","VPS13B"
"12402","VPS13C"
"12403","VPS13D"
"12404","VPS16"
"12405","VPS18"
"12406","VPS25"
"12407","VPS26A"
"12408","VPS26B"
"12409","VPS26C"
"12410","VPS28"
"12411","VPS29"
"12412","VPS33A"
"12413","VPS33B"
"12414","VPS35"
"12415","VPS35L"
"12416","VPS36"
"12417","VPS37A"
"12418","VPS37B"
"12419","VPS37C"
"12420","VPS37D"
"12421","VPS39"
"12422","VPS41"
"12423","VPS45"
"12424","VPS4A"
"12425","VPS4B"
"12426","VPS50"
"12427","VPS51"
"12428","VPS52"
"12429","VPS53"
"12430","VPS54"
"12431","VPS72"
"12432","VPS8"
"12433","VPS9D1"
"12434","VRK1"
"12435","VRK2"
"12436","VRK3"
"12437","VSIG10"
"12438","VSIG10L"
"12439","VSIR"
"12440","VSNL1"
"12441","VSTM2L"
"12442","VSTM4"
"12443","VTA1"
"12444","VTI1A"
"12445","VTI1B"
"12446","VTN"
"12447","VWA1"
"12448","VWA7"
"12449","VWA8"
"12450","VWCE"
"12451","VXN"
"12452","WAC"
"12453","WAPL"
"12454","WARS"
"12455","WARS2"
"12456","WAS"
"12457","WASF1"
"12458","WASF2"
"12459","WASF3"
"12460","WASHC1"
"12461","WASHC2A"
"12462","WASHC2C"
"12463","WASHC3"
"12464","WASHC4"
"12465","WASHC5"
"12466","WASL"
"12467","WBP1"
"12468","WBP11"
"12469","WBP1L"
"12470","WBP2"
"12471","WBP2NL"
"12472","WBP4"
"12473","WDCP"
"12474","WDFY1"
"12475","WDFY2"
"12476","WDFY3"
"12477","WDHD1"
"12478","WDPCP"
"12479","WDR1"
"12480","WDR11"
"12481","WDR12"
"12482","WDR13"
"12483","WDR17"
"12484","WDR18"
"12485","WDR19"
"12486","WDR20"
"12487","WDR24"
"12488","WDR25"
"12489","WDR26"
"12490","WDR27"
"12491","WDR3"
"12492","WDR31"
"12493","WDR33"
"12494","WDR34"
"12495","WDR35"
"12496","WDR36"
"12497","WDR37"
"12498","WDR4"
"12499","WDR41"
"12500","WDR43"
"12501","WDR44"
"12502","WDR45"
"12503","WDR45B"
"12504","WDR46"
"12505","WDR47"
"12506","WDR48"
"12507","WDR5"
"12508","WDR53"
"12509","WDR54"
"12510","WDR55"
"12511","WDR59"
"12512","WDR5B"
"12513","WDR6"
"12514","WDR60"
"12515","WDR61"
"12516","WDR62"
"12517","WDR63"
"12518","WDR66"
"12519","WDR7"
"12520","WDR70"
"12521","WDR72"
"12522","WDR73"
"12523","WDR74"
"12524","WDR75"
"12525","WDR76"
"12526","WDR77"
"12527","WDR78"
"12528","WDR81"
"12529","WDR82"
"12530","WDR83"
"12531","WDR83OS"
"12532","WDR86"
"12533","WDR89"
"12534","WDR90"
"12535","WDR91"
"12536","WDR92"
"12537","WDR93"
"12538","WDR97"
"12539","WDSUB1"
"12540","WDTC1"
"12541","WDYHV1"
"12542","WEE1"
"12543","WFDC2"
"12544","WFDC3"
"12545","WFS1"
"12546","WHAMM"
"12547","WHRN"
"12548","WIPF1"
"12549","WIPF2"
"12550","WIPF3"
"12551","WIPI1"
"12552","WIPI2"
"12553","WIZ"
"12554","WLS"
"12555","WNK1"
"12556","WNK2"
"12557","WNK4"
"12558","WNT10A"
"12559","WNT10B"
"12560","WNT2B"
"12561","WNT3"
"12562","WNT3A"
"12563","WNT5A"
"12564","WNT5B"
"12565","WNT6"
"12566","WRAP53"
"12567","WRAP73"
"12568","WRB"
"12569","WRN"
"12570","WRNIP1"
"12571","WSB1"
"12572","WSB2"
"12573","WTAP"
"12574","WTIP"
"12575","WWC1"
"12576","WWC2"
"12577","WWC3"
"12578","WWOX"
"12579","WWP1"
"12580","WWP2"
"12581","WWTR1"
"12582","XAB2"
"12583","XAF1"
"12584","XBP1"
"12585","XG"
"12586","XIAP"
"12587","XKR8"
"12588","XKR9"
"12589","XPA"
"12590","XPC"
"12591","XPNPEP1"
"12592","XPNPEP3"
"12593","XPO1"
"12594","XPO4"
"12595","XPO5"
"12596","XPO6"
"12597","XPO7"
"12598","XPOT"
"12599","XPR1"
"12600","XRCC1"
"12601","XRCC2"
"12602","XRCC3"
"12603","XRCC4"
"12604","XRCC5"
"12605","XRCC6"
"12606","XRN1"
"12607","XRN2"
"12608","XRRA1"
"12609","XXYLT1"
"12610","XYLB"
"12611","XYLT2"
"12612","YAE1"
"12613","YAF2"
"12614","YAP1"
"12615","YARS"
"12616","YARS2"
"12617","YBEY"
"12618","YBX1"
"12619","YBX3"
"12620","YDJC"
"12621","YEATS2"
"12622","YEATS4"
"12623","YES1"
"12624","YIF1A"
"12625","YIF1B"
"12626","YIPF1"
"12627","YIPF2"
"12628","YIPF3"
"12629","YIPF4"
"12630","YIPF5"
"12631","YIPF6"
"12632","YJEFN3"
"12633","YJU2"
"12634","YKT6"
"12635","YLPM1"
"12636","YME1L1"
"12637","YOD1"
"12638","YPEL1"
"12639","YPEL2"
"12640","YPEL3"
"12641","YPEL4"
"12642","YPEL5"
"12643","YRDC"
"12644","YTHDC1"
"12645","YTHDC2"
"12646","YTHDF1"
"12647","YTHDF2"
"12648","YTHDF3"
"12649","YWHAB"
"12650","YWHAE"
"12651","YWHAG"
"12652","YWHAH"
"12653","YWHAQ"
"12654","YWHAZ"
"12655","YY1"
"12656","YY1AP1"
"12657","YY2"
"12658","ZACN"
"12659","ZADH2"
"12660","ZBED1"
"12661","ZBED3"
"12662","ZBED4"
"12663","ZBED5"
"12664","ZBED8"
"12665","ZBP1"
"12666","ZBTB1"
"12667","ZBTB10"
"12668","ZBTB11"
"12669","ZBTB12"
"12670","ZBTB14"
"12671","ZBTB17"
"12672","ZBTB18"
"12673","ZBTB2"
"12674","ZBTB20"
"12675","ZBTB21"
"12676","ZBTB22"
"12677","ZBTB24"
"12678","ZBTB25"
"12679","ZBTB26"
"12680","ZBTB3"
"12681","ZBTB32"
"12682","ZBTB33"
"12683","ZBTB34"
"12684","ZBTB37"
"12685","ZBTB38"
"12686","ZBTB39"
"12687","ZBTB4"
"12688","ZBTB40"
"12689","ZBTB41"
"12690","ZBTB42"
"12691","ZBTB43"
"12692","ZBTB44"
"12693","ZBTB45"
"12694","ZBTB46"
"12695","ZBTB47"
"12696","ZBTB48"
"12697","ZBTB49"
"12698","ZBTB5"
"12699","ZBTB6"
"12700","ZBTB7A"
"12701","ZBTB7B"
"12702","ZBTB8A"
"12703","ZBTB8B"
"12704","ZBTB8OS"
"12705","ZBTB9"
"12706","ZC2HC1A"
"12707","ZC2HC1C"
"12708","ZC3H10"
"12709","ZC3H11A"
"12710","ZC3H11B"
"12711","ZC3H12A"
"12712","ZC3H12C"
"12713","ZC3H12D"
"12714","ZC3H13"
"12715","ZC3H14"
"12716","ZC3H15"
"12717","ZC3H18"
"12718","ZC3H3"
"12719","ZC3H4"
"12720","ZC3H6"
"12721","ZC3H7A"
"12722","ZC3H7B"
"12723","ZC3H8"
"12724","ZC3HAV1"
"12725","ZC3HAV1L"
"12726","ZC3HC1"
"12727","ZCCHC10"
"12728","ZCCHC14"
"12729","ZCCHC17"
"12730","ZCCHC18"
"12731","ZCCHC2"
"12732","ZCCHC24"
"12733","ZCCHC3"
"12734","ZCCHC4"
"12735","ZCCHC7"
"12736","ZCCHC8"
"12737","ZCCHC9"
"12738","ZCRB1"
"12739","ZCWPW1"
"12740","ZCWPW2"
"12741","ZDBF2"
"12742","ZDHHC1"
"12743","ZDHHC11"
"12744","ZDHHC11B"
"12745","ZDHHC12"
"12746","ZDHHC13"
"12747","ZDHHC14"
"12748","ZDHHC15"
"12749","ZDHHC16"
"12750","ZDHHC17"
"12751","ZDHHC18"
"12752","ZDHHC2"
"12753","ZDHHC20"
"12754","ZDHHC21"
"12755","ZDHHC23"
"12756","ZDHHC24"
"12757","ZDHHC3"
"12758","ZDHHC4"
"12759","ZDHHC5"
"12760","ZDHHC6"
"12761","ZDHHC7"
"12762","ZDHHC8"
"12763","ZDHHC9"
"12764","ZEB2"
"12765","ZER1"
"12766","ZFAND1"
"12767","ZFAND2A"
"12768","ZFAND2B"
"12769","ZFAND3"
"12770","ZFAND4"
"12771","ZFAND5"
"12772","ZFAND6"
"12773","ZFAT"
"12774","ZFC3H1"
"12775","ZFHX2"
"12776","ZFHX3"
"12777","ZFP1"
"12778","ZFP14"
"12779","ZFP28"
"12780","ZFP30"
"12781","ZFP36"
"12782","ZFP36L1"
"12783","ZFP36L2"
"12784","ZFP37"
"12785","ZFP41"
"12786","ZFP42"
"12787","ZFP62"
"12788","ZFP64"
"12789","ZFP69B"
"12790","ZFP82"
"12791","ZFP90"
"12792","ZFP91"
"12793","ZFPL1"
"12794","ZFPM1"
"12795","ZFPM2"
"12796","ZFR"
"12797","ZFX"
"12798","ZFY"
"12799","ZFYVE1"
"12800","ZFYVE16"
"12801","ZFYVE19"
"12802","ZFYVE21"
"12803","ZFYVE26"
"12804","ZFYVE27"
"12805","ZFYVE28"
"12806","ZFYVE9"
"12807","ZG16B"
"12808","ZGLP1"
"12809","ZGPAT"
"12810","ZGRF1"
"12811","ZHX1"
"12812","ZHX1-C8orf76"
"12813","ZHX2"
"12814","ZHX3"
"12815","ZIC1"
"12816","ZIC2"
"12817","ZIC4"
"12818","ZKSCAN1"
"12819","ZKSCAN2"
"12820","ZKSCAN3"
"12821","ZKSCAN4"
"12822","ZKSCAN5"
"12823","ZKSCAN7"
"12824","ZKSCAN8"
"12825","ZMAT1"
"12826","ZMAT2"
"12827","ZMAT3"
"12828","ZMAT5"
"12829","ZMIZ1"
"12830","ZMIZ2"
"12831","ZMPSTE24"
"12832","ZMYM1"
"12833","ZMYM2"
"12834","ZMYM3"
"12835","ZMYM4"
"12836","ZMYM5"
"12837","ZMYM6"
"12838","ZMYND10"
"12839","ZMYND11"
"12840","ZMYND12"
"12841","ZMYND19"
"12842","ZMYND8"
"12843","ZNF10"
"12844","ZNF100"
"12845","ZNF101"
"12846","ZNF106"
"12847","ZNF107"
"12848","ZNF112"
"12849","ZNF114"
"12850","ZNF12"
"12851","ZNF121"
"12852","ZNF124"
"12853","ZNF131"
"12854","ZNF132"
"12855","ZNF133"
"12856","ZNF134"
"12857","ZNF136"
"12858","ZNF138"
"12859","ZNF14"
"12860","ZNF140"
"12861","ZNF141"
"12862","ZNF142"
"12863","ZNF143"
"12864","ZNF146"
"12865","ZNF148"
"12866","ZNF154"
"12867","ZNF155"
"12868","ZNF16"
"12869","ZNF160"
"12870","ZNF165"
"12871","ZNF169"
"12872","ZNF17"
"12873","ZNF174"
"12874","ZNF175"
"12875","ZNF177"
"12876","ZNF18"
"12877","ZNF180"
"12878","ZNF181"
"12879","ZNF182"
"12880","ZNF184"
"12881","ZNF185"
"12882","ZNF189"
"12883","ZNF19"
"12884","ZNF195"
"12885","ZNF2"
"12886","ZNF20"
"12887","ZNF200"
"12888","ZNF202"
"12889","ZNF205"
"12890","ZNF207"
"12891","ZNF208"
"12892","ZNF211"
"12893","ZNF212"
"12894","ZNF213"
"12895","ZNF217"
"12896","ZNF219"
"12897","ZNF22"
"12898","ZNF221"
"12899","ZNF222"
"12900","ZNF223"
"12901","ZNF224"
"12902","ZNF225"
"12903","ZNF226"
"12904","ZNF227"
"12905","ZNF23"
"12906","ZNF230"
"12907","ZNF232"
"12908","ZNF233"
"12909","ZNF234"
"12910","ZNF235"
"12911","ZNF236"
"12912","ZNF24"
"12913","ZNF248"
"12914","ZNF25"
"12915","ZNF250"
"12916","ZNF251"
"12917","ZNF253"
"12918","ZNF254"
"12919","ZNF256"
"12920","ZNF257"
"12921","ZNF26"
"12922","ZNF260"
"12923","ZNF263"
"12924","ZNF264"
"12925","ZNF266"
"12926","ZNF267"
"12927","ZNF268"
"12928","ZNF273"
"12929","ZNF274"
"12930","ZNF275"
"12931","ZNF276"
"12932","ZNF277"
"12933","ZNF28"
"12934","ZNF280A"
"12935","ZNF280B"
"12936","ZNF280C"
"12937","ZNF281"
"12938","ZNF282"
"12939","ZNF283"
"12940","ZNF284"
