"","x"
"1339","C17orf67"
"1340","C17orf75"
"1341","C17orf80"
"1342","C17orf97"
"1343","C18orf21"
"1344","C18orf25"
"1345","C18orf32"
"1346","C18orf54"
"1347","C19orf12"
"1348","C19orf24"
"1349","C19orf25"
"1350","C19orf44"
"1351","C19orf47"
"1352","C19orf48"
"1353","C19orf53"
"1354","C19orf54"
"1355","C19orf57"
"1356","C19orf71"
"1357","C19orf73"
"1358","C19orf81"
"1359","C1D"
"1360","C1GALT1"
"1361","C1GALT1C1"
"1362","C1GALT1C1L"
"1363","C1orf109"
"1364","C1orf112"
"1365","C1orf115"
"1366","C1orf122"
"1367","C1orf131"
"1368","C1orf141"
"1369","C1orf159"
"1370","C1orf162"
"1371","C1orf174"
"1372","C1orf198"
"1373","C1orf21"
"1374","C1orf216"
"1375","C1orf226"
"1376","C1orf35"
"1377","C1orf43"
"1378","C1orf50"
"1379","C1orf52"
"1380","C1orf53"
"1381","C1orf54"
"1382","C1orf56"
"1383","C1orf74"
"1384","C1QBP"
"1385","C1QL1"
"1386","C1QL4"
"1387","C1QTNF1"
"1388","C1QTNF12"
"1389","C1QTNF2"
"1390","C1QTNF3"
"1391","C1QTNF6"
"1392","C1R"
"1393","C1RL"
"1394","C1S"
"1395","C2"
"1396","C20orf144"
"1397","C20orf194"
"1398","C20orf204"
"1399","C20orf27"
"1400","C20orf96"
"1401","C21orf58"
"1402","C21orf91"
"1403","C22orf15"
"1404","C22orf23"
"1405","C22orf39"
"1406","C22orf46"
"1407","C2CD2"
"1408","C2CD2L"
"1409","C2CD3"
"1410","C2CD4D"
"1411","C2CD5"
"1412","C2CD6"
"1413","C2orf15"
"1414","C2orf42"
"1415","C2orf49"
"1416","C2orf68"
"1417","C2orf69"
"1418","C2orf70"
"1419","C2orf72"
"1420","C2orf74"
"1421","C2orf76"
"1422","C2orf80"
"1423","C2orf81"
"1424","C2orf83"
"1425","C2orf88"
"1426","C2orf92"
"1427","C3"
"1428","C3orf14"
"1429","C3orf18"
"1430","C3orf33"
"1431","C3orf38"
"1432","C3orf49"
"1433","C3orf52"
"1434","C3orf62"
"1435","C3orf67"
"1436","C3orf70"
"1437","C4B"
"1438","C4BPB"
"1439","C4orf19"
"1440","C4orf3"
"1441","C4orf33"
"1442","C4orf36"
"1443","C4orf46"
"1444","C4orf47"
"1445","C4orf48"
"1446","C5"
"1447","C5AR1"
"1448","C5AR2"
"1449","C5orf15"
"1450","C5orf22"
"1451","C5orf24"
"1452","C5orf30"
"1453","C5orf34"
"1454","C5orf51"
"1455","C5orf58"
"1456","C5orf63"
"1457","C6orf120"
"1458","C6orf136"
"1459","C6orf141"
"1460","C6orf163"
"1461","C6orf201"
"1462","C6orf203"
"1463","C6orf226"
"1464","C6orf47"
"1465","C6orf52"
"1466","C6orf58"
"1467","C6orf62"
"1468","C6orf89"
"1469","C7orf25"
"1470","C7orf26"
"1471","C7orf31"
"1472","C7orf50"
"1473","C7orf57"
"1474","C7orf61"
"1475","C8G"
"1476","C8orf33"
"1477","C8orf37"
"1478","C8orf44"
"1479","C8orf48"
"1480","C8orf58"
"1481","C8orf76"
"1482","C8orf82"
"1483","C8orf88"
"1484","C9orf116"
"1485","C9orf131"
"1486","C9orf153"
"1487","C9orf16"
"1488","C9orf40"
"1489","C9orf64"
"1490","C9orf72"
"1491","C9orf78"
"1492","C9orf85"
"1493","CA11"
"1494","CA13"
"1495","CA14"
"1496","CA5A"
"1497","CA5B"
"1498","CA6"
"1499","CA8"
"1500","CAAP1"
"1501","CAB39"
"1502","CAB39L"
"1503","CABIN1"
"1504","CABLES1"
"1505","CABLES2"
"1506","CABP4"
"1507","CABYR"
"1508","CACFD1"
"1509","CACHD1"
"1510","CACNA1A"
"1511","CACNA1D"
"1512","CACNA1H"
"1513","CACNB1"
"1514","CACNB2"
"1515","CACNB3"
"1516","CACNB4"
"1517","CACTIN"
"1518","CACUL1"
"1519","CACYBP"
"1520","CAD"
"1521","CADM1"
"1522","CADM4"
"1523","CADPS2"
"1524","CALB1"
"1525","CALCOCO1"
"1526","CALCOCO2"
"1527","CALCRL"
"1528","CALD1"
"1529","CALHM2"
"1530","CALM2"
"1531","CALM3"
"1532","CALML4"
"1533","CALR"
"1534","CALU"
"1535","CAMK1"
"1536","CAMK1D"
"1537","CAMK2A"
"1538","CAMK2B"
"1539","CAMK2D"
"1540","CAMK2G"
"1541","CAMK2N1"
"1542","CAMK2N2"
"1543","CAMK4"
"1544","CAMKK1"
"1545","CAMKK2"
"1546","CAMKMT"
"1547","CAMLG"
"1548","CAMSAP1"
"1549","CAMSAP2"
"1550","CAMTA1"
"1551","CAMTA2"
"1552","CAND1"
"1553","CAND2"
"1554","CANT1"
"1555","CANX"
"1556","CAP1"
"1557","CAP2"
"1558","CAPG"
"1559","CAPN1"
"1560","CAPN10"
"1561","CAPN12"
"1562","CAPN15"
"1563","CAPN2"
"1564","CAPN3"
"1565","CAPN5"
"1566","CAPN7"
"1567","CAPNS1"
"1568","CAPRIN1"
"1569","CAPRIN2"
"1570","CAPS"
"1571","CAPS2"
"1572","CAPZA1"
"1573","CAPZA2"
"1574","CAPZB"
"1575","CARD10"
"1576","CARD14"
"1577","CARD16"
"1578","CARD19"
"1579","CARD6"
"1580","CARD8"
"1581","CARD9"
"1582","CARF"
"1583","CARHSP1"
"1584","CARM1"
"1585","CARMIL1"
"1586","CARMIL2"
"1587","CARMIL3"
"1588","CARNMT1"
"1589","CARNS1"
"1590","CARS"
"1591","CARS2"
"1592","CASC1"
"1593","CASC3"
"1594","CASC4"
"1595","CASD1"
"1596","CASK"
"1597","CASKIN2"
"1598","CASP1"
"1599","CASP10"
"1600","CASP2"
"1601","CASP3"
"1602","CASP4"
"1603","CASP6"
"1604","CASP7"
"1605","CASP8"
"1606","CASP8AP2"
"1607","CASP9"
"1608","CASQ2"
"1609","CAST"
"1610","CASTOR1"
"1611","CASTOR2"
"1612","CASTOR3"
"1613","CAT"
"1614","CATIP"
"1615","CATSPER1"
"1616","CATSPER2"
"1617","CATSPERB"
"1618","CATSPERE"
"1619","CATSPERG"
"1620","CAV1"
"1621","CAV2"
"1622","CAVIN1"
"1623","CAVIN3"
"1624","CAVIN4"
"1625","CBARP"
"1626","CBFA2T2"
"1627","CBFB"
"1628","CBL"
"1629","CBLB"
"1630","CBLL1"
"1631","CBLN3"
"1632","CBR1"
"1633","CBR3"
"1634","CBR4"
"1635","CBSL"
"1636","CBWD1"
"1637","CBWD2"
"1638","CBWD5"
"1639","CBX1"
"1640","CBX2"
"1641","CBX3"
"1642","CBX4"
"1643","CBX5"
"1644","CBX6"
"1645","CBX7"
"1646","CBX8"
"1647","CBY1"
"1648","CBY3"
"1649","CC2D1A"
"1650","CC2D1B"
"1651","CC2D2A"
"1652","CC2D2B"
"1653","CCAR1"
"1654","CCAR2"
"1655","CCBE1"
"1656","CCDC102A"
"1657","CCDC102B"
"1658","CCDC103"
"1659","CCDC106"
"1660","CCDC107"
"1661","CCDC110"
"1662","CCDC112"
"1663","CCDC113"
"1664","CCDC114"
"1665","CCDC115"
"1666","CCDC117"
"1667","CCDC12"
"1668","CCDC121"
"1669","CCDC122"
"1670","CCDC124"
"1671","CCDC125"
"1672","CCDC126"
"1673","CCDC127"
"1674","CCDC13"
"1675","CCDC130"
"1676","CCDC134"
"1677","CCDC136"
"1678","CCDC137"
"1679","CCDC138"
"1680","CCDC14"
"1681","CCDC140"
"1682","CCDC142"
"1683","CCDC144A"
"1684","CCDC146"
"1685","CCDC148"
"1686","CCDC149"
"1687","CCDC15"
"1688","CCDC150"
"1689","CCDC151"
"1690","CCDC152"
"1691","CCDC153"
"1692","CCDC157"
"1693","CCDC159"
"1694","CCDC163"
"1695","CCDC167"
"1696","CCDC169"
"1697","CCDC17"
"1698","CCDC171"
"1699","CCDC173"
"1700","CCDC174"
"1701","CCDC18"
"1702","CCDC180"
"1703","CCDC183"
"1704","CCDC184"
"1705","CCDC186"
"1706","CCDC188"
"1707","CCDC189"
"1708","CCDC191"
"1709","CCDC192"
"1710","CCDC194"
"1711","CCDC22"
"1712","CCDC24"
"1713","CCDC25"
"1714","CCDC28A"
"1715","CCDC28B"
"1716","CCDC30"
"1717","CCDC32"
"1718","CCDC34"
"1719","CCDC36"
"1720","CCDC38"
"1721","CCDC39"
"1722","CCDC40"
"1723","CCDC43"
"1724","CCDC47"
"1725","CCDC50"
"1726","CCDC51"
"1727","CCDC57"
"1728","CCDC58"
"1729","CCDC59"
"1730","CCDC6"
"1731","CCDC60"
"1732","CCDC61"
"1733","CCDC65"
"1734","CCDC66"
"1735","CCDC69"
"1736","CCDC7"
"1737","CCDC71"
"1738","CCDC71L"
"1739","CCDC74A"
"1740","CCDC74B"
"1741","CCDC77"
"1742","CCDC78"
"1743","CCDC80"
"1744","CCDC81"
"1745","CCDC82"
"1746","CCDC84"
"1747","CCDC85B"
"1748","CCDC85C"
"1749","CCDC86"
"1750","CCDC88A"
"1751","CCDC88B"
"1752","CCDC88C"
"1753","CCDC89"
"1754","CCDC9"
"1755","CCDC90B"
"1756","CCDC91"
"1757","CCDC92"
"1758","CCDC93"
"1759","CCDC96"
"1760","CCDC97"
"1761","CCDC9B"
"1762","CCHCR1"
"1763","CCL16"
"1764","CCL2"
"1765","CCL20"
"1766","CCL28"
"1767","CCL5"
"1768","CCM2"
"1769","CCN1"
"1770","CCN2"
"1771","CCN3"
"1772","CCN5"
"1773","CCNA2"
"1774","CCNB1"
"1775","CCNB1IP1"
"1776","CCNB2"
"1777","CCNB3"
"1778","CCNC"
"1779","CCND1"
"1780","CCND3"
"1781","CCNDBP1"
"1782","CCNE1"
"1783","CCNE2"
"1784","CCNF"
"1785","CCNG1"
"1786","CCNG2"
"1787","CCNH"
"1788","CCNI"
"1789","CCNI2"
"1790","CCNJ"
"1791","CCNJL"
"1792","CCNK"
"1793","CCNL1"
"1794","CCNL2"
"1795","CCNO"
"1796","CCNQ"
"1797","CCNT1"
"1798","CCNT2"
"1799","CCNY"
"1800","CCNYL1"
"1801","CCP110"
"1802","CCPG1"
"1803","CCR10"
"1804","CCS"
"1805","CCSAP"
"1806","CCSER1"
"1807","CCSER2"
"1808","CCT2"
"1809","CCT3"
"1810","CCT4"
"1811","CCT5"
"1812","CCT6A"
"1813","CCT6B"
"1814","CCT7"
"1815","CCT8"
"1816","CCZ1"
"1817","CCZ1B"
"1818","CD109"
"1819","CD14"
"1820","CD151"
"1821","CD160"
"1822","CD163"
"1823","CD163L1"
"1824","CD164"
"1825","CD200"
"1826","CD22"
"1827","CD226"
"1828","CD24"
"1829","CD27"
"1830","CD274"
"1831","CD276"
"1832","CD2AP"
"1833","CD2BP2"
"1834","CD302"
"1835","CD320"
"1836","CD34"
"1837","CD36"
"1838","CD37"
"1839","CD3EAP"
"1840","CD3G"
"1841","CD4"
"1842","CD44"
"1843","CD46"
"1844","CD47"
"1845","CD55"
"1846","CD58"
"1847","CD59"
"1848","CD5L"
"1849","CD6"
"1850","CD63"
"1851","CD68"
"1852","CD70"
"1853","CD74"
"1854","CD81"
"1855","CD82"
"1856","CD83"
"1857","CD9"
"1858","CD96"
"1859","CD99"
"1860","CD99L2"
"1861","CDA"
"1862","CDADC1"
"1863","CDAN1"
"1864","CDC123"
"1865","CDC14A"
"1866","CDC14B"
"1867","CDC16"
"1868","CDC20"
"1869","CDC20B"
"1870","CDC23"
"1871","CDC25A"
"1872","CDC25B"
"1873","CDC25C"
"1874","CDC26"
"1875","CDC27"
"1876","CDC34"
"1877","CDC37"
"1878","CDC37L1"
"1879","CDC40"
"1880","CDC42"
"1881","CDC42BPA"
"1882","CDC42BPB"
"1883","CDC42BPG"
"1884","CDC42EP1"
"1885","CDC42EP2"
"1886","CDC42EP3"
"1887","CDC42EP4"
"1888","CDC42EP5"
"1889","CDC42SE1"
"1890","CDC42SE2"
"1891","CDC45"
"1892","CDC5L"
"1893","CDC6"
"1894","CDC7"
"1895","CDC73"
"1896","CDCA2"
"1897","CDCA3"
"1898","CDCA4"
"1899","CDCA5"
"1900","CDCA7"
"1901","CDCA7L"
"1902","CDCA8"
"1903","CDH1"
"1904","CDH11"
"1905","CDH12"
"1906","CDH13"
"1907","CDH15"
"1908","CDH17"
"1909","CDH18"
"1910","CDH19"
"1911","CDH2"
"1912","CDH24"
"1913","CDH26"
"1914","CDH3"
"1915","CDH4"
"1916","CDH7"
"1917","CDH8"
"1918","CDH9"
"1919","CDHR2"
"1920","CDHR3"
"1921","CDHR5"
"1922","CDIP1"
"1923","CDIPT"
"1924","CDK1"
"1925","CDK10"
"1926","CDK11A"
"1927","CDK11B"
"1928","CDK12"
"1929","CDK13"
"1930","CDK14"
"1931","CDK15"
"1932","CDK16"
"1933","CDK17"
"1934","CDK18"
"1935","CDK19"
"1936","CDK2"
"1937","CDK20"
"1938","CDK2AP1"
"1939","CDK2AP2"
"1940","CDK3"
"1941","CDK4"
"1942","CDK5"
"1943","CDK5R1"
"1944","CDK5RAP1"
"1945","CDK5RAP2"
"1946","CDK5RAP3"
"1947","CDK6"
"1948","CDK7"
"1949","CDK8"
"1950","CDK9"
"1951","CDKAL1"
"1952","CDKL1"
"1953","CDKL2"
"1954","CDKL3"
"1955","CDKL5"
"1956","CDKN1A"
"1957","CDKN1B"
"1958","CDKN1C"
"1959","CDKN2A"
"1960","CDKN2AIP"
"1961","CDKN2AIPNL"
"1962","CDKN2B"
"1963","CDKN2C"
"1964","CDKN2D"
"1965","CDKN3"
"1966","CDNF"
"1967","CDON"
"1968","CDPF1"
"1969","CDR2L"
"1970","CDRT1"
"1971","CDRT15"
"1972","CDRT4"
"1973","CDS2"
"1974","CDT1"
"1975","CDV3"
"1976","CDYL"
"1977","CEACAM1"
"1978","CEACAM19"
"1979","CEBPB"
"1980","CEBPD"
"1981","CEBPG"
"1982","CEBPZ"
"1983","CEBPZOS"
"1984","CEL"
"1985","CELA2A"
"1986","CELA3B"
"1987","CELF1"
"1988","CELF2"
"1989","CELF5"
"1990","CELSR1"
"1991","CELSR2"
"1992","CELSR3"
"1993","CEMIP"
"1994","CEMIP2"
"1995","CEMP1"
"1996","CEND1"
"1997","CENPA"
"1998","CENPB"
"1999","CENPBD1"
"2000","CENPC"
"2001","CENPE"
"2002","CENPF"
"2003","CENPH"
"2004","CENPI"
"2005","CENPJ"
"2006","CENPK"
"2007","CENPL"
"2008","CENPM"
"2009","CENPN"
"2010","CENPO"
"2011","CENPP"
"2012","CENPQ"
"2013","CENPS"
"2014","CENPS-CORT"
"2015","CENPT"
"2016","CENPU"
"2017","CENPV"
"2018","CENPW"
"2019","CENPX"
"2020","CEP104"
"2021","CEP112"
"2022","CEP120"
"2023","CEP126"
"2024","CEP128"
"2025","CEP131"
"2026","CEP135"
"2027","CEP152"
"2028","CEP162"
"2029","CEP164"
"2030","CEP170"
"2031","CEP170B"
"2032","CEP19"
"2033","CEP192"
"2034","CEP250"
"2035","CEP290"
"2036","CEP295"
"2037","CEP295NL"
"2038","CEP350"
"2039","CEP41"
"2040","CEP44"
"2041","CEP55"
"2042","CEP57"
"2043","CEP57L1"
"2044","CEP63"
"2045","CEP68"
"2046","CEP70"
"2047","CEP72"
"2048","CEP76"
"2049","CEP78"
"2050","CEP83"
"2051","CEP85"
"2052","CEP85L"
"2053","CEP89"
"2054","CEP95"
"2055","CEP97"
"2056","CEPT1"
"2057","CERCAM"
"2058","CERK"
"2059","CERKL"
"2060","CERS2"
"2061","CERS4"
"2062","CERS5"
"2063","CERS6"
"2064","CES2"
"2065","CES3"
"2066","CETN2"
"2067","CETN3"
"2068","CFAP126"
"2069","CFAP157"
"2070","CFAP20"
"2071","CFAP221"
"2072","CFAP298"
"2073","CFAP36"
"2074","CFAP410"
"2075","CFAP43"
"2076","CFAP44"
"2077","CFAP45"
"2078","CFAP54"
"2079","CFAP57"
"2080","CFAP61"
"2081","CFAP69"
"2082","CFAP70"
"2083","CFAP97"
"2084","CFB"
"2085","CFD"
"2086","CFDP1"
"2087","CFH"
"2088","CFHR1"
"2089","CFI"
"2090","CFL1"
"2091","CFL2"
"2092","CFLAR"
"2093","CFP"
"2094","CFTR"
"2095","CGA"
"2096","CGAS"
"2097","CGGBP1"
"2098","CGN"
"2099","CGRRF1"
"2100","CH25H"
"2101","CHAC1"
"2102","CHAC2"
"2103","CHAD"
"2104","CHADL"
"2105","CHAF1A"
"2106","CHAF1B"
"2107","CHAMP1"
"2108","CHCHD1"
"2109","CHCHD10"
"2110","CHCHD2"
"2111","CHCHD3"
"2112","CHCHD4"
"2113","CHCHD5"
"2114","CHCHD6"
"2115","CHCHD7"
"2116","CHD1"
"2117","CHD1L"
"2118","CHD2"
"2119","CHD3"
"2120","CHD4"
"2121","CHD6"
"2122","CHD7"
"2123","CHD8"
"2124","CHD9"
"2125","CHEK1"
"2126","CHEK2"
"2127","CHERP"
"2128","CHFR"
"2129","CHGB"
"2130","CHI3L2"
"2131","CHIC1"
"2132","CHIC2"
"2133","CHID1"
"2134","CHKA"
"2135","CHKB"
"2136","CHL1"
"2137","CHM"
"2138","CHML"
"2139","CHMP1A"
"2140","CHMP1B"
"2141","CHMP2A"
"2142","CHMP2B"
"2143","CHMP3"
"2144","CHMP4A"
"2145","CHMP4B"
"2146","CHMP5"
"2147","CHMP6"
"2148","CHMP7"
"2149","CHN1"
"2150","CHN2"
"2151","CHODL"
"2152","CHORDC1"
"2153","CHP1"
"2154","CHPF"
"2155","CHPF2"
"2156","CHPT1"
"2157","CHRAC1"
"2158","CHRFAM7A"
"2159","CHRM3"
"2160","CHRNA10"
"2161","CHRNA5"
"2162","CHRNB1"
"2163","CHRNB2"
"2164","CHRNB4"
"2165","CHST1"
"2166","CHST10"
"2167","CHST11"
"2168","CHST12"
"2169","CHST14"
"2170","CHST2"
"2171","CHST3"
"2172","CHST6"
"2173","CHST7"
"2174","CHSY1"
"2175","CHSY3"
"2176","CHTF18"
"2177","CHTF8"
"2178","CHTOP"
"2179","CHUK"
"2180","CHURC1"
"2181","CHURC1-FNTB"
"2182","CIAO1"
"2183","CIAO2A"
"2184","CIAO2B"
"2185","CIAO3"
"2186","CIAPIN1"
"2187","CIART"
"2188","CIB1"
"2189","CIB2"
"2190","CIC"
"2191","CIDEB"
"2192","CIITA"
"2193","CINP"
"2194","CIP2A"
"2195","CIPC"
"2196","CIR1"
"2197","CIRBP"
"2198","CISD1"
"2199","CISD2"
"2200","CISD3"
"2201","CISH"
"2202","CIT"
"2203","CITED1"
"2204","CITED2"
"2205","CIZ1"
"2206","CKAP2"
"2207","CKAP2L"
"2208","CKAP4"
"2209","CKAP5"
"2210","CKB"
"2211","CKLF"
"2212","CKLF-CMTM1"
"2213","CKMT1A"
"2214","CKMT1B"
"2215","CKMT2"
"2216","CKS1B"
"2217","CKS2"
"2218","CLASP1"
"2219","CLASP2"
"2220","CLASRP"
"2221","CLBA1"
"2222","CLCC1"
"2223","CLCF1"
"2224","CLCN2"
"2225","CLCN3"
"2226","CLCN5"
"2227","CLCN6"
"2228","CLCN7"
"2229","CLDN1"
"2230","CLDN11"
"2231","CLDN12"
"2232","CLDN14"
"2233","CLDN15"
"2234","CLDN18"
"2235","CLDN20"
"2236","CLDN23"
"2237","CLDN4"
"2238","CLDN7"
"2239","CLDND1"
"2240","CLDND2"
"2241","CLEC11A"
"2242","CLEC16A"
"2243","CLEC1A"
"2244","CLEC2B"
"2245","CLEC2D"
"2246","CLEC3A"
"2247","CLEC7A"
"2248","CLGN"
"2249","CLHC1"
"2250","CLIC1"
"2251","CLIC2"
"2252","CLIC4"
"2253","CLINT1"
"2254","CLIP1"
"2255","CLIP2"
"2256","CLIP3"
"2257","CLIP4"
"2258","CLK1"
"2259","CLK2"
"2260","CLK3"
"2261","CLK4"
"2262","CLMN"
"2263","CLMP"
"2264","CLN3"
"2265","CLN5"
"2266","CLN6"
"2267","CLN8"
"2268","CLNS1A"
"2269","CLOCK"
"2270","CLP1"
"2271","CLPB"
"2272","CLPP"
"2273","CLPTM1"
"2274","CLPTM1L"
"2275","CLPX"
"2276","CLSPN"
"2277","CLSTN1"
"2278","CLSTN3"
"2279","CLTA"
"2280","CLTB"
"2281","CLTC"
"2282","CLTCL1"
"2283","CLU"
"2284","CLUAP1"
"2285","CLUH"
"2286","CLUL1"
"2287","CLYBL"
"2288","CMAS"
"2289","CMBL"
"2290","CMC1"
"2291","CMC2"
"2292","CMC4"
"2293","CMIP"
"2294","CMPK1"
"2295","CMPK2"
"2296","CMSS1"
"2297","CMTM1"
"2298","CMTM3"
"2299","CMTM4"
"2300","CMTM5"
"2301","CMTM6"
"2302","CMTM7"
"2303","CMTM8"
"2304","CMTR1"
"2305","CMTR2"
"2306","CNBD2"
"2307","CNBP"
"2308","CNDP1"
"2309","CNDP2"
"2310","CNEP1R1"
"2311","CNFN"
"2312","CNGA1"
"2313","CNIH1"
"2314","CNIH2"
"2315","CNIH3"
"2316","CNIH4"
"2317","CNKSR1"
"2318","CNKSR2"
"2319","CNKSR3"
"2320","CNN1"
"2321","CNN2"
"2322","CNN3"
"2323","CNNM1"
"2324","CNNM2"
"2325","CNNM3"
"2326","CNNM4"
"2327","CNOT1"
"2328","CNOT10"
"2329","CNOT11"
"2330","CNOT2"
"2331","CNOT3"
"2332","CNOT4"
"2333","CNOT6"
"2334","CNOT6L"
"2335","CNOT7"
"2336","CNOT8"
"2337","CNOT9"
"2338","CNP"
"2339","CNPPD1"
"2340","CNPY2"
"2341","CNPY3"
"2342","CNPY4"
"2343","CNRIP1"
"2344","CNST"
"2345","CNTD1"
"2346","CNTF"
"2347","CNTLN"
"2348","CNTN1"
"2349","CNTN2"
"2350","CNTNAP1"
"2351","CNTNAP2"
"2352","CNTNAP3"
"2353","CNTNAP3B"
"2354","CNTRL"
"2355","CNTROB"
"2356","COA1"
"2357","COA3"
"2358","COA4"
"2359","COA5"
"2360","COA6"
"2361","COA7"
"2362","COA8"
"2363","COASY"
"2364","COBL"
"2365","COBLL1"
"2366","COCH"
"2367","COG1"
"2368","COG2"
"2369","COG3"
"2370","COG4"
"2371","COG5"
"2372","COG6"
"2373","COG7"
"2374","COIL"
"2375","COL10A1"
"2376","COL11A2"
"2377","COL12A1"
"2378","COL13A1"
"2379","COL14A1"
"2380","COL15A1"
"2381","COL16A1"
"2382","COL18A1"
"2383","COL19A1"
"2384","COL1A1"
"2385","COL22A1"
"2386","COL25A1"
"2387","COL27A1"
"2388","COL28A1"
"2389","COL2A1"
"2390","COL4A1"
"2391","COL4A2"
"2392","COL4A3BP"
"2393","COL5A2"
"2394","COL5A3"
"2395","COL6A1"
"2396","COL6A2"
"2397","COL6A3"
"2398","COL7A1"
"2399","COL8A1"
"2400","COL9A2"
"2401","COL9A3"
"2402","COLEC12"
"2403","COLGALT1"
"2404","COLGALT2"
"2405","COMMD1"
"2406","COMMD10"
"2407","COMMD2"
"2408","COMMD3"
"2409","COMMD3-BMI1"
"2410","COMMD4"
"2411","COMMD5"
"2412","COMMD6"
"2413","COMMD7"
"2414","COMMD8"
"2415","COMMD9"
"2416","COMP"
"2417","COMT"
"2418","COMTD1"
"2419","COP1"
"2420","COPA"
"2421","COPB1"
"2422","COPB2"
"2423","COPE"
"2424","COPG1"
"2425","COPG2"
"2426","COPRS"
"2427","COPS2"
"2428","COPS3"
"2429","COPS4"
"2430","COPS5"
"2431","COPS6"
"2432","COPS7A"
"2433","COPS7B"
"2434","COPS8"
"2435","COPS9"
"2436","COPZ1"
"2437","COPZ2"
"2438","COQ10A"
"2439","COQ10B"
"2440","COQ2"
"2441","COQ3"
"2442","COQ4"
"2443","COQ5"
"2444","COQ6"
"2445","COQ7"
"2446","COQ8A"
"2447","COQ8B"
"2448","COQ9"
"2449","CORIN"
"2450","CORO1A"
"2451","CORO1B"
"2452","CORO1C"
"2453","CORO2A"
"2454","CORO2B"
"2455","CORO7"
"2456","CORT"
"2457","COTL1"
"2458","COX10"
"2459","COX11"
"2460","COX14"
"2461","COX15"
"2462","COX16"
"2463","COX17"
"2464","COX18"
"2465","COX19"
"2466","COX20"
"2467","COX4I1"
"2468","COX5A"
"2469","COX5B"
"2470","COX6A1"
"2471","COX6B1"
"2472","COX6B2"
"2473","COX6C"
"2474","COX7A1"
"2475","COX7A2"
"2476","COX7A2L"
"2477","COX7B"
"2478","COX7C"
"2479","COX8A"
"2480","CP"
"2481","CPA4"
"2482","CPAMD8"
"2483","CPD"
"2484","CPEB1"
"2485","CPEB2"
"2486","CPEB3"
"2487","CPEB4"
"2488","CPED1"
"2489","CPLANE1"
"2490","CPLANE2"
"2491","CPM"
"2492","CPN1"
"2493","CPNE1"
"2494","CPNE2"
"2495","CPNE3"
"2496","CPNE5"
"2497","CPNE7"
"2498","CPNE8"
"2499","CPOX"
"2500","CPPED1"
"2501","CPQ"
"2502","CPS1"
"2503","CPSF1"
"2504","CPSF2"
"2505","CPSF3"
"2506","CPSF4"
"2507","CPSF4L"
"2508","CPSF6"
"2509","CPSF7"
"2510","CPT1A"
"2511","CPT1B"
"2512","CPT1C"
"2513","CPT2"
"2514","CPTP"
"2515","CPVL"
"2516","CPZ"
"2517","CRABP2"
"2518","CRACR2A"
"2519","CRACR2B"
"2520","CRADD"
"2521","CRAMP1"
"2522","CRAT"
"2523","CRBN"
"2524","CRCP"
"2525","CREB1"
"2526","CREB3"
"2527","CREB3L1"
"2528","CREB3L2"
"2529","CREB3L4"
"2530","CREB5"
"2531","CREBBP"
"2532","CREBL2"
"2533","CREBRF"
"2534","CREBZF"
"2535","CREG1"
"2536","CREG2"
"2537","CRELD1"
"2538","CRELD2"
"2539","CREM"
"2540","CRIM1"
"2541","CRIP2"
"2542","CRIPT"
"2543","CRISPLD1"
"2544","CRISPLD2"
"2545","CRK"
"2546","CRKL"
"2547","CRLF1"
"2548","CRLF3"
"2549","CRLS1"
"2550","CRMP1"
"2551","CRNKL1"
"2552","CROCC"
"2553","CROT"
"2554","CRPPA"
"2555","CRTAC1"
"2556","CRTAP"
"2557","CRTC1"
"2558","CRTC2"
"2559","CRTC3"
"2560","CRY1"
"2561","CRY2"
"2562","CRYAB"
"2563","CRYBG1"
"2564","CRYBG3"
"2565","CRYGS"
"2566","CRYL1"
"2567","CRYM"
"2568","CRYZ"
"2569","CRYZL1"
"2570","CS"
"2571","CSAD"
"2572","CSDE1"
"2573","CSE1L"
"2574","CSF1"
"2575","CSF1R"
"2576","CSF2RA"
"2577","CSF3R"
"2578","CSGALNACT1"
"2579","CSGALNACT2"
"2580","CSK"
"2581","CSKMT"
"2582","CSMD2"
"2583","CSMD3"
"2584","CSNK1A1"
"2585","CSNK1D"
"2586","CSNK1E"
"2587","CSNK1G1"
"2588","CSNK1G2"
"2589","CSNK1G3"
"2590","CSNK2A1"
"2591","CSNK2A2"
"2592","CSNK2B"
"2593","CSPG4"
"2594","CSPG5"
"2595","CSPP1"
"2596","CSRNP1"
"2597","CSRNP2"
"2598","CSRP1"
"2599","CSRP2"
"2600","CST1"
"2601","CST2"
"2602","CST3"
"2603","CST7"
"2604","CSTB"
"2605","CSTF1"
"2606","CSTF2"
"2607","CSTF2T"
"2608","CSTF3"
"2609","CSTL1"
"2610","CTAGE4"
"2611","CTBP1"
"2612","CTBP2"
"2613","CTBS"
"2614","CTC1"
"2615","CTCF"
"2616","CTCFL"
"2617","CTDNEP1"
"2618","CTDP1"
"2619","CTDSP1"
"2620","CTDSP2"
"2621","CTDSPL"
"2622","CTDSPL2"
"2623","CTF1"
"2624","CTH"
"2625","CTHRC1"
"2626","CTIF"
"2627","CTNNA1"
"2628","CTNNAL1"
"2629","CTNNB1"
"2630","CTNNBIP1"
"2631","CTNNBL1"
"2632","CTNND1"
"2633","CTNS"
"2634","CTPS1"
"2635","CTPS2"
"2636","CTR9"
"2637","CTRL"
